date,service_name,category,chip_family,region,environment,cost_centre,cost_usd,currency,anomaly_injected,anomaly_reason,resource_id
2025-12-15,Azure Databricks,Analytics,cpu_general,Australia East,staging,data-platform,420.7874,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureDatabricks/australia-east-001
2025-12-15,Azure Synapse Analytics,Analytics,cpu_general,West Europe,production,analytics,202.1182,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureSynapseAnalytics/west-europe-001
2025-12-15,Azure Synapse Analytics,Analytics,cpu_general,Southeast Asia,production,ml-engineering,207.0533,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureSynapseAnalytics/southeast-asia-001
2025-12-15,Azure Synapse Analytics,Analytics,cpu_general,Central India,staging,finops,191.5731,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureSynapseAnalytics/central-india-001
2025-12-15,Azure Synapse Analytics,Analytics,cpu_general,East US,production,data-platform,190.062,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureSynapseAnalytics/east-us-001
2025-12-15,Azure Data Factory,Integration,cpu_general,Central India,production,data-platform,101.2595,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureDataFactory/central-india-001
2025-12-15,Azure Data Factory,Integration,cpu_general,Southeast Asia,staging,data-platform,105.3952,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureDataFactory/southeast-asia-001
2025-12-15,Azure Data Factory,Integration,cpu_general,Australia East,production,cloud-infra,94.5314,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureDataFactory/australia-east-001
2025-12-15,Azure Data Factory,Integration,cpu_general,West Europe,staging,data-platform,102.7124,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureDataFactory/west-europe-001
2025-12-15,Azure Blob Storage,Storage,storage,West Europe,production,ml-engineering,144.1704,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureBlobStorage/west-europe-001
2025-12-15,Azure Blob Storage,Storage,storage,Australia East,production,cloud-infra,132.8853,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureBlobStorage/australia-east-001
2025-12-15,Azure Data Lake Storage Gen2,Storage,storage,West Europe,staging,analytics,180.2096,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureDataLakeStorageGen2/west-europe-001
2025-12-15,Azure Data Lake Storage Gen2,Storage,storage,East US,production,analytics,196.6963,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureDataLakeStorageGen2/east-us-001
2025-12-15,Azure Data Lake Storage Gen2,Storage,storage,Central India,staging,data-platform,174.6439,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureDataLakeStorageGen2/central-india-001
2025-12-15,Azure SQL Database,Database,cpu_general,West Europe,production,ml-engineering,208.3302,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureSQLDatabase/west-europe-001
2025-12-15,Azure SQL Database,Database,cpu_general,Central India,staging,data-platform,146.3496,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureSQLDatabase/central-india-001
2025-12-15,Azure Cosmos DB,Database,cpu_general,Central India,development,cloud-infra,245.3273,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureCosmosDB/central-india-001
2025-12-15,Azure Cosmos DB,Database,cpu_general,East US,development,finops,231.7947,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureCosmosDB/east-us-001
2025-12-15,Azure Stream Analytics,Integration,cpu_general,Central India,production,cloud-infra,117.2271,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureStreamAnalytics/central-india-001
2025-12-15,Azure Stream Analytics,Integration,cpu_general,UK South,production,data-platform,120.9816,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureStreamAnalytics/uk-south-001
2025-12-15,Azure Stream Analytics,Integration,cpu_general,Australia East,production,analytics,101.0034,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureStreamAnalytics/australia-east-001
2025-12-15,Azure Functions,Compute,cpu_serverless,Australia East,production,analytics,44.246,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureFunctions/australia-east-001
2025-12-15,Azure Functions,Compute,cpu_serverless,Southeast Asia,production,analytics,46.3242,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureFunctions/southeast-asia-001
2025-12-15,Azure Monitor,Management,cpu_general,East US,production,ml-engineering,89.5331,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureMonitor/east-us-001
2025-12-15,Azure Monitor,Management,cpu_general,UK South,production,data-platform,76.747,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureMonitor/uk-south-001
2025-12-15,Azure Purview,Governance,cpu_general,West Europe,production,analytics,56.166,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzurePurview/west-europe-001
2025-12-15,Azure Purview,Governance,cpu_general,Central India,production,data-platform,57.6396,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzurePurview/central-india-001
2025-12-15,Azure Purview,Governance,cpu_general,East US,production,analytics,64.4476,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzurePurview/east-us-001
2025-12-15,Azure Purview,Governance,cpu_general,Southeast Asia,production,cloud-infra,61.6293,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzurePurview/southeast-asia-001
2025-12-16,Azure Virtual Machines,Compute,cpu_general,West Europe,production,ml-engineering,402.8704,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureVirtualMachines/west-europe-001
2025-12-16,Azure Virtual Machines,Compute,cpu_general,Southeast Asia,staging,cloud-infra,437.9745,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureVirtualMachines/southeast-asia-001
2025-12-16,Azure Virtual Machines,Compute,cpu_general,Australia East,production,data-platform,423.9672,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureVirtualMachines/australia-east-001
2025-12-16,Azure Kubernetes Service,Compute,cpu_general,Central India,development,data-platform,334.5791,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureKubernetesService/central-india-001
2025-12-16,Azure Kubernetes Service,Compute,cpu_general,UK South,production,ml-engineering,293.0767,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureKubernetesService/uk-south-001
2025-12-16,Azure Machine Learning,AI/ML,gpu_training,Southeast Asia,development,cloud-infra,565.7378,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureMachineLearning/southeast-asia-001
2025-12-16,Azure Machine Learning,AI/ML,gpu_training,West Europe,production,finops,562.7425,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureMachineLearning/west-europe-001
2025-12-16,Azure Machine Learning,AI/ML,gpu_training,Australia East,staging,cloud-infra,512.9464,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureMachineLearning/australia-east-001
2025-12-16,Azure Machine Learning,AI/ML,gpu_training,East US,production,analytics,594.7295,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureMachineLearning/east-us-001
2025-12-16,Azure OpenAI Service,AI/ML,gpu_inference,Australia East,production,data-platform,265.8723,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureOpenAIService/australia-east-001
2025-12-16,Azure OpenAI Service,AI/ML,gpu_inference,UK South,development,ml-engineering,260.5399,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureOpenAIService/uk-south-001
2025-12-16,Azure Databricks,Analytics,cpu_general,East US,production,analytics,383.3187,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureDatabricks/east-us-001
2025-12-16,Azure Databricks,Analytics,cpu_general,Australia East,production,cloud-infra,346.4168,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureDatabricks/australia-east-001
2025-12-16,Azure Databricks,Analytics,cpu_general,West Europe,production,cloud-infra,377.504,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureDatabricks/west-europe-001
2025-12-16,Azure Synapse Analytics,Analytics,cpu_general,Central India,production,cloud-infra,204.5828,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureSynapseAnalytics/central-india-001
2025-12-16,Azure Synapse Analytics,Analytics,cpu_general,Southeast Asia,production,cloud-infra,196.8493,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureSynapseAnalytics/southeast-asia-001
2025-12-16,Azure Synapse Analytics,Analytics,cpu_general,East US,staging,cloud-infra,207.6359,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureSynapseAnalytics/east-us-001
2025-12-16,Azure Synapse Analytics,Analytics,cpu_general,Australia East,production,finops,217.1494,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureSynapseAnalytics/australia-east-001
2025-12-16,Azure Data Factory,Integration,cpu_general,Australia East,production,ml-engineering,109.5172,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureDataFactory/australia-east-001
2025-12-16,Azure Data Factory,Integration,cpu_general,Central India,production,cloud-infra,96.4873,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureDataFactory/central-india-001
2025-12-16,Azure Data Factory,Integration,cpu_general,East US,production,ml-engineering,97.119,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureDataFactory/east-us-001
2025-12-16,Azure Data Factory,Integration,cpu_general,UK South,production,data-platform,94.5916,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureDataFactory/uk-south-001
2025-12-16,Azure Blob Storage,Storage,storage,Southeast Asia,production,ml-engineering,118.7073,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureBlobStorage/southeast-asia-001
2025-12-16,Azure Blob Storage,Storage,storage,East US,staging,cloud-infra,139.9359,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureBlobStorage/east-us-001
2025-12-16,Azure Blob Storage,Storage,storage,Australia East,staging,finops,140.909,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureBlobStorage/australia-east-001
2025-12-16,Azure Data Lake Storage Gen2,Storage,storage,Australia East,development,ml-engineering,209.8345,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureDataLakeStorageGen2/australia-east-001
2025-12-16,Azure Data Lake Storage Gen2,Storage,storage,West Europe,development,data-platform,172.5941,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureDataLakeStorageGen2/west-europe-001
2025-12-16,Azure Data Lake Storage Gen2,Storage,storage,UK South,production,cloud-infra,179.5204,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureDataLakeStorageGen2/uk-south-001
2025-12-16,Azure Data Lake Storage Gen2,Storage,storage,East US,staging,finops,174.8049,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureDataLakeStorageGen2/east-us-001
2025-12-16,Azure SQL Database,Database,cpu_general,Australia East,staging,data-platform,167.9831,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureSQLDatabase/australia-east-001
2025-12-16,Azure SQL Database,Database,cpu_general,West Europe,production,data-platform,202.2503,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureSQLDatabase/west-europe-001
2025-12-16,Azure SQL Database,Database,cpu_general,Southeast Asia,staging,ml-engineering,196.4555,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureSQLDatabase/southeast-asia-001
2025-12-16,Azure SQL Database,Database,cpu_general,East US,production,finops,197.0351,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureSQLDatabase/east-us-001
2025-12-16,Azure Cosmos DB,Database,cpu_general,Southeast Asia,production,ml-engineering,213.6227,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureCosmosDB/southeast-asia-001
2025-12-16,Azure Cosmos DB,Database,cpu_general,West Europe,production,cloud-infra,256.2378,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureCosmosDB/west-europe-001
2025-12-16,Azure Cosmos DB,Database,cpu_general,UK South,staging,cloud-infra,204.5463,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureCosmosDB/uk-south-001
2025-12-16,Azure Stream Analytics,Integration,cpu_general,Australia East,staging,analytics,125.8432,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureStreamAnalytics/australia-east-001
2025-12-16,Azure Stream Analytics,Integration,cpu_general,UK South,production,data-platform,141.2634,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureStreamAnalytics/uk-south-001
2025-12-16,Azure Stream Analytics,Integration,cpu_general,Central India,production,cloud-infra,110.675,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureStreamAnalytics/central-india-001
2025-12-16,Azure Functions,Compute,cpu_serverless,UK South,production,analytics,43.0329,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureFunctions/uk-south-001
2025-12-16,Azure Functions,Compute,cpu_serverless,Southeast Asia,production,cloud-infra,45.4343,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureFunctions/southeast-asia-001
2025-12-16,Azure Monitor,Management,cpu_general,UK South,production,analytics,76.9057,USD,False,,/subscriptions/demo/resourceGroups/analytics/providers/Microsoft/AzureMonitor/uk-south-001
2025-12-16,Azure Monitor,Management,cpu_general,Australia East,production,data-platform,70.1925,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureMonitor/australia-east-001
2025-12-16,Azure Monitor,Management,cpu_general,East US,staging,data-platform,80.5729,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzureMonitor/east-us-001
2025-12-16,Azure Purview,Governance,cpu_general,UK South,production,cloud-infra,54.9924,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzurePurview/uk-south-001
2025-12-16,Azure Purview,Governance,cpu_general,West Europe,production,data-platform,62.377,USD,False,,/subscriptions/demo/resourceGroups/data-platform/providers/Microsoft/AzurePurview/west-europe-001
2025-12-16,Azure Purview,Governance,cpu_general,Southeast Asia,staging,cloud-infra,55.6794,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzurePurview/southeast-asia-001
2025-12-16,Azure Purview,Governance,cpu_general,Australia East,production,finops,67.5521,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzurePurview/australia-east-001
2025-12-17,Azure Virtual Machines,Compute,cpu_general,Central India,production,finops,394.6669,USD,False,,/subscriptions/demo/resourceGroups/finops/providers/Microsoft/AzureVirtualMachines/central-india-001
2025-12-17,Azure Virtual Machines,Compute,cpu_general,Southeast Asia,staging,ml-engineering,410.2017,USD,False,,/subscriptions/demo/resourceGroups/ml-engineering/providers/Microsoft/AzureVirtualMachines/southeast-asia-001
2025-12-17,Azure Virtual Machines,Compute,cpu_general,West Europe,production,cloud-infra,448.4525,USD,False,,/subscriptions/demo/resourceGroups/cloud-infra/providers/Microsoft/AzureVirtualMachines/west-europe-001
